root_id,type,family,subsystem,category,side
720575940633003212,L5,Lamina Monopolar,ON,intrinsic,left
720575940633004079,T1,T1 Neuron,OFF,intrinsic,right
720575940633004359,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940633004700,T4b,T4 Neuron,Motion,intrinsic,left
720575940633004755,Tm9,Transmedullary,Motion,intrinsic,right
720575940633004845,T2,T2 Neuron,Object,intrinsic,left
720575940633005212,T4a,T4 Neuron,Motion,intrinsic,right
720575940633005880,LMa5,Lobula Medulla Amacrine,Object,intrinsic,right
720575940633006125,Tm3,Transmedullary,ON,intrinsic,left
720575940633006367,Dm3p,Distal Medulla,Form,intrinsic,left
720575940633006381,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940633006637,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940633006765,Mi2,Medulla Intrinsic,Object,intrinsic,right
720575940633006904,TmY5a,Transmedullary Y,Object,intrinsic,right
720575940633007953,LMa1,Lobula Medulla Amacrine,Object,intrinsic,right
720575940633008045,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940633008223,Tm2,Transmedullary,OFF,intrinsic,left
720575940633008440,L2,Lamina Monopolar,OFF,intrinsic,left
720575940633008548,Mi14,Medulla Intrinsic,Object,intrinsic,left
720575940633009453,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940633010001,Dm8a,Distal Medulla,Color,intrinsic,right
720575940633010861,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940633011245,TmY10,Transmedullary Y,Color,intrinsic,left
720575940633011537,C3,Centrifugal,ON,intrinsic,left
720575940633011629,TmY10,Transmedullary Y,Color,intrinsic,left
720575940633011757,Tm4,Transmedullary,OFF,intrinsic,left
720575940633011876,L2,Lamina Monopolar,OFF,intrinsic,left
720575940633012141,T2a,T2 Neuron,Object,intrinsic,right
720575940633012280,MTe02,MT,,boundary,right
720575940633012620,Tm5c,Transmedullary,Color,intrinsic,left
720575940633012684,Tm5e,Transmedullary,Color,intrinsic,left
720575940633012767,TmY3,Transmedullary Y,Object,intrinsic,left
720575940633012807,TmY15,Transmedullary Y,Object,intrinsic,left
720575940633013355,LC4,LC,,boundary,right
720575940633013551,LPi09,Lobula Plate Intrinsic,Motion,intrinsic,left
720575940633013807,L1,Lamina Monopolar,ON,intrinsic,right
720575940633014061,TmY5a,Transmedullary Y,Object,intrinsic,left
720575940633014317,TmY3,Transmedullary Y,Object,intrinsic,left
720575940633014445,Tm27,Transmedullary,Object,intrinsic,left
720575940633014599,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633014924,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633015213,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940633015981,Tm4,Transmedullary,OFF,intrinsic,right
720575940633016019,T5b,T5 Neuron,Motion,intrinsic,right
720575940633016659,Y3,Y Neuron,Object,intrinsic,right
720575940633017023,TmY31,Transmedullary Y,Color,intrinsic,left
720575940633017415,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940633017625,T4a,T4 Neuron,Motion,intrinsic,left
720575940633017927,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940633018183,Tm8b,Transmedullary,Color,intrinsic,left
720575940633019207,Dm12,Distal Medulla,Luminance,intrinsic,right
720575940633021229,T2a,T2 Neuron,Object,intrinsic,left
720575940633021741,Pm01,Proximal Medulla,Object,intrinsic,left
720575940633022348,Pm05,Proximal Medulla,Object,intrinsic,left
720575940633022604,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633023202,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940633023815,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940633023970,LC29,LC,,boundary,right
720575940633024869,T5c,T5 Neuron,Motion,intrinsic,right
720575940633025436,Tm27,Transmedullary,Object,intrinsic,left
720575940633026385,Li09,Lobula Intrinsic,Color,intrinsic,left
720575940633026980,L1,Lamina Monopolar,ON,intrinsic,right
720575940633027119,Tm5b,Transmedullary,Color,intrinsic,left
720575940633027492,Tm33,Transmedullary,Color,intrinsic,left
720575940633027539,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940633027615,LC10e,LC,,boundary,right
720575940633027724,L4,Lamina Monopolar,OFF,intrinsic,left
720575940633028260,Dm8a,Distal Medulla,Color,intrinsic,left
720575940633029004,T1,T1 Neuron,OFF,intrinsic,left
720575940633030284,Sm24,Serpentine Medulla,Color,intrinsic,right
720575940633030611,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940633031836,TmY16,Transmedullary Y,Object,intrinsic,right
720575940633032273,TmY11,Transmedullary Y,Color,intrinsic,left
720575940633032860,Dm3v,Distal Medulla,Form,intrinsic,right
720575940633034823,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940633035079,Dm10,Distal Medulla,Luminance,intrinsic,left
720575940633035693,T5d,T5 Neuron,Motion,intrinsic,right
720575940633036333,TmY3,Transmedullary Y,Object,intrinsic,left
720575940633036883,L5,Lamina Monopolar,ON,intrinsic,left
720575940633036956,TmY11,Transmedullary Y,Color,intrinsic,right
720575940633037101,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940633037260,TmY16,Transmedullary Y,Object,intrinsic,right
720575940633038127,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940633038748,T5a,T5 Neuron,Motion,intrinsic,right
720575940633038988,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633039500,L2,Lamina Monopolar,OFF,intrinsic,left
720575940633039687,L1,Lamina Monopolar,ON,intrinsic,left
720575940633040721,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633040804,T3,T3 Neuron,Object,intrinsic,left
720575940633040943,Lawf1,Lamina Wide Field,OFF,intrinsic,right
720575940633041060,Tm5e,Transmedullary,Color,intrinsic,left
720575940633042223,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633042735,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940633042861,Dm3p,Distal Medulla,Form,intrinsic,left
720575940633042989,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940633043783,L1,Lamina Monopolar,ON,intrinsic,left
720575940633044817,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633046343,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633047879,L2,Lamina Monopolar,OFF,intrinsic,left
720575940633049261,Dm15,Distal Medulla,OFF,intrinsic,left
720575940633049369,Mi15,Medulla Intrinsic,Luminance,intrinsic,left
720575940633049671,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940633050285,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940633050334,Dm3p,Distal Medulla,Form,intrinsic,right
720575940633050705,T5c,T5 Neuron,Motion,intrinsic,left
720575940633050764,Dm3p,Distal Medulla,Form,intrinsic,left
720575940633050797,L5,Lamina Monopolar,ON,intrinsic,left
720575940633050976,MeTu3c,MeTu,,boundary,left
720575940633051020,L2,Lamina Monopolar,OFF,intrinsic,left
720575940633051679,TmY10,Transmedullary Y,Color,intrinsic,left
720575940633051821,T4c,T4 Neuron,Motion,intrinsic,left
720575940633051949,Tm3,Transmedullary,ON,intrinsic,right
720575940633052314,T2a,T2 Neuron,Object,intrinsic,right
720575940633052836,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940633053521,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633053777,T1,T1 Neuron,OFF,intrinsic,left
720575940633053847,LC12,LC,,boundary,right
720575940633054289,Tm1,Transmedullary,OFF,intrinsic,left
720575940633054637,T4c,T4 Neuron,Motion,intrinsic,left
720575940633055825,Sm31,Serpentine Medulla,Color,intrinsic,right
720575940633055970,Tm5a,Transmedullary,Color,intrinsic,right
720575940633056045,Tm1,Transmedullary,OFF,intrinsic,left
720575940633056849,Pm10,Proximal Medulla,Object,intrinsic,left
720575940633057188,C2,Centrifugal,ON,intrinsic,right
720575940633057875,L4,Lamina Monopolar,OFF,intrinsic,left
720575940633058387,TmY14,Transmedullary Y,Object,intrinsic,left
720575940633058733,T4b,T4 Neuron,Motion,intrinsic,right
720575940633059117,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940633059399,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633059757,T2,T2 Neuron,Object,intrinsic,right
720575940633060269,T2,T2 Neuron,Object,intrinsic,right
720575940633060563,T3,T3 Neuron,Object,intrinsic,right
720575940633061527,Li13,Lobula Intrinsic,Color,intrinsic,right
720575940633062471,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633062564,Li12,Lobula Intrinsic,Color,intrinsic,left
720575940633064100,C2,Centrifugal,ON,intrinsic,left
720575940633064356,C2,Centrifugal,ON,intrinsic,left
720575940633064495,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633065041,Dm3v,Distal Medulla,Form,intrinsic,right
720575940633065868,Tm25,Transmedullary,Object,intrinsic,right
720575940633066323,Dm3p,Distal Medulla,Form,intrinsic,right
720575940633066444,Sm21,Serpentine Medulla,Color,intrinsic,right
720575940633067079,L1,Lamina Monopolar,ON,intrinsic,right
720575940633067219,T5c,T5 Neuron,Motion,intrinsic,left
720575940633068079,C3,Centrifugal,ON,intrinsic,left
720575940633069220,T2a,T2 Neuron,Object,intrinsic,left
720575940633070151,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633070663,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633070673,T4a,T4 Neuron,Motion,intrinsic,left
720575940633070732,cL02a,cL,,boundary,right
720575940633070765,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940633071260,Tm3,Transmedullary,ON,intrinsic,right
720575940633071533,Tlp1,Translobula Plate,Motion,intrinsic,left
720575940633071827,T4d,T4 Neuron,Motion,intrinsic,right
720575940633072431,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633072711,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633073052,L5,Lamina Monopolar,ON,intrinsic,right
720575940633073479,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633074503,Tm33,Transmedullary,Color,intrinsic,left
720575940633074783,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940633076271,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633076691,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940633077039,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633077421,L4,Lamina Monopolar,OFF,intrinsic,left
720575940633077644,MTe43,MT,,boundary,left
720575940633077916,Dm3q,Distal Medulla,Form,intrinsic,left
720575940633078317,Tm1,Transmedullary,OFF,intrinsic,left
720575940633078319,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633078428,Tm27,Transmedullary,Object,intrinsic,left
720575940633078575,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633078829,T5b,T5 Neuron,Motion,intrinsic,right
720575940633078831,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633078867,T5d,T5 Neuron,Motion,intrinsic,left
720575940633078924,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940633079379,Tm20,Transmedullary,Color,intrinsic,left
720575940633079599,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633079763,Tlp4,Translobula Plate,Motion,intrinsic,left
720575940633079879,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940633079948,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940633080657,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633080716,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633080915,Dm3p,Distal Medulla,Form,intrinsic,left
720575940633080972,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633081169,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633081484,L5,Lamina Monopolar,ON,intrinsic,left
720575940633081647,Lawf1,Lamina Wide Field,OFF,intrinsic,left
720575940633083232,MeTu4b,MeTu,,boundary,left
720575940633084499,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940633084717,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940633085154,Y3,Y Neuron,Object,intrinsic,right
720575940633085523,Dm3p,Distal Medulla,Form,intrinsic,right
720575940633085999,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633086116,Tm1,Transmedullary,OFF,intrinsic,left
720575940633086668,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633087535,C3,Centrifugal,ON,intrinsic,right
720575940633087791,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633088083,Dm3p,Distal Medulla,Form,intrinsic,left
720575940633088429,Dm8b,Distal Medulla,Color,intrinsic,left
720575940633088979,Tm16,Transmedullary,Color,intrinsic,right
720575940633089105,TmY5a,Transmedullary Y,Object,intrinsic,left
720575940633089164,L5,Lamina Monopolar,ON,intrinsic,left
720575940633089361,T1,T1 Neuron,OFF,intrinsic,left
720575940633089676,C2,Centrifugal,ON,intrinsic,right
720575940633090444,C3,Centrifugal,ON,intrinsic,left
720575940633090526,TmY3,Transmedullary Y,Object,intrinsic,right
720575940633090607,Li22,Lobula Intrinsic,Object,intrinsic,right
720575940633091236,TmY14,Transmedullary Y,Object,intrinsic,left
720575940633092167,Tm21,Transmedullary,Object,intrinsic,left
720575940633092433,L4,Lamina Monopolar,OFF,intrinsic,left
720575940633092492,C3,Centrifugal,ON,intrinsic,right
720575940633092819,T4b,T4 Neuron,Motion,intrinsic,left
720575940633093165,Sm06,Serpentine Medulla,Color,intrinsic,left
720575940633093459,L4,Lamina Monopolar,OFF,intrinsic,right
720575940633093703,T2,T2 Neuron,Object,intrinsic,left
720575940633093959,Tm3,Transmedullary,ON,intrinsic,left
720575940633094284,Dm11,Distal Medulla,Color,intrinsic,right
720575940633094355,Tm32,Transmedullary,Color,intrinsic,left
720575940633094431,Tm2,Transmedullary,OFF,intrinsic,right
720575940633094727,Tm3,Transmedullary,ON,intrinsic,left
720575940633094937,LC28a,LC,,boundary,left
720575940633095239,TmY20,Transmedullary Y,Motion,intrinsic,left
720575940633096007,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940633096237,TmY5a,Transmedullary Y,Object,intrinsic,left
720575940633096659,T4a,T4 Neuron,Motion,intrinsic,right
720575940633096785,C2,Centrifugal,ON,intrinsic,right
720575940633097420,T1,T1 Neuron,OFF,intrinsic,left
720575940633097517,TmY3,Transmedullary Y,Object,intrinsic,right
720575940633099311,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940633099932,T4c,T4 Neuron,Motion,intrinsic,left
720575940633100575,TmY16,Transmedullary Y,Object,intrinsic,right
720575940633100615,T1,T1 Neuron,OFF,intrinsic,right
720575940633100871,L4,Lamina Monopolar,OFF,intrinsic,left
720575940633101260,R7,Photo Receptors,Photoreceptors,intrinsic,right
720575940633101741,T3,T3 Neuron,Object,intrinsic,right
720575940633101759,L4,Lamina Monopolar,OFF,intrinsic,right
720575940633103052,Tm5c,Transmedullary,Color,intrinsic,right
720575940633103663,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633103772,T4c,T4 Neuron,Motion,intrinsic,right
720575940633103789,Dm8a,Distal Medulla,Color,intrinsic,left
720575940633104045,Tm20,Transmedullary,Color,intrinsic,left
720575940633104268,T1,T1 Neuron,OFF,intrinsic,right
720575940633104967,Tlp14,Translobula Plate,Motion,intrinsic,left
720575940633104992,LC11,LC,,boundary,left
720575940633105735,Sm02,Serpentine Medulla,Color,intrinsic,left
720575940633107027,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940633107231,LC21,LC,,boundary,left
720575940633108141,T4c,T4 Neuron,Motion,intrinsic,left
720575940633108305,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940633108527,L1,Lamina Monopolar,ON,intrinsic,left
720575940633109063,L1,Lamina Monopolar,ON,intrinsic,left
720575940633109279,Sm07,Serpentine Medulla,Color,intrinsic,left
720575940633110087,L1,Lamina Monopolar,ON,intrinsic,left
720575940633110343,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940633111204,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633112095,Tm21,Transmedullary,Object,intrinsic,left
720575940633112607,Tm1,Transmedullary,OFF,intrinsic,left
720575940633112623,Pm03,Proximal Medulla,Object,intrinsic,left
720575940633113119,MeTu4b,MeTu,,boundary,left
720575940633113937,cLP03,cLP,,boundary,left
720575940633115217,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633115439,Dm18,Distal Medulla,ON,intrinsic,left
720575940633115859,Tm3,Transmedullary,ON,intrinsic,right
720575940633116095,MeTu1,MeTu,,boundary,left
720575940633116556,T3,T3 Neuron,Object,intrinsic,left
720575940633117011,Sm02,Serpentine Medulla,Color,intrinsic,left
720575940633117229,Y12,Y Neuron,Motion,intrinsic,left
720575940633117265,Tm3,Transmedullary,ON,intrinsic,right
720575940633117521,MeTu3c,MeTu,,boundary,right
720575940633117644,Sm20,Serpentine Medulla,Color,intrinsic,left
720575940633117900,Tlp14,Translobula Plate,Motion,intrinsic,left
720575940633118035,T3,T3 Neuron,Object,intrinsic,left
720575940633118156,Tm2,Transmedullary,OFF,intrinsic,left
720575940633119279,R7,Photo Receptors,Photoreceptors,intrinsic,right
720575940633119652,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940633121327,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940633121692,T4c,T4 Neuron,Motion,intrinsic,left
720575940633121839,C3,Centrifugal,ON,intrinsic,left
720575940633122018,Sm23,Serpentine Medulla,Polarization,intrinsic,left
720575940633122607,R8,Photo Receptors,Photoreceptors,intrinsic,right
720575940633122972,Tm20,Transmedullary,Color,intrinsic,left
720575940633123212,T1,T1 Neuron,OFF,intrinsic,left
720575940633123228,T2a,T2 Neuron,Object,intrinsic,right
720575940633124143,PLP215,PLP,,boundary,right
720575940633124179,Tm16,Transmedullary,Color,intrinsic,right
720575940633124252,Tm2,Transmedullary,OFF,intrinsic,right
720575940633125068,Tm37,Transmedullary,Color,intrinsic,left
720575940633125346,Y11,Y Neuron,Motion,intrinsic,left
720575940633125540,LPC1,LPC,,boundary,left
720575940633127597,T5d,T5 Neuron,Motion,intrinsic,left
720575940633127711,T1,T1 Neuron,OFF,intrinsic,left
720575940633127906,Tm8a,Transmedullary,Color,intrinsic,right
720575940633127967,Mi10,Medulla Intrinsic,Color,intrinsic,right
720575940633128356,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633128365,TmY5a,Transmedullary Y,Object,intrinsic,right
720575940633128674,Tm1,Transmedullary,OFF,intrinsic,right
720575940633128751,Tm20,Transmedullary,Color,intrinsic,left
720575940633128991,T4d,T4 Neuron,Motion,intrinsic,left
720575940633130669,LPC2,LPC,,boundary,right
720575940633131091,Tm33,Transmedullary,Color,intrinsic,left
720575940633131162,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940633131418,Tm4,Transmedullary,OFF,intrinsic,right
720575940633131565,Dm3p,Distal Medulla,Form,intrinsic,left
720575940633131731,Tm5b,Transmedullary,Color,intrinsic,right
720575940633131859,Dm2,Distal Medulla,Luminance,intrinsic,left
720575940633132236,L4,Lamina Monopolar,OFF,intrinsic,left
720575940633135070,Tm2,Transmedullary,OFF,intrinsic,right
720575940633135185,TmY15,Transmedullary Y,Object,intrinsic,right
720575940633135697,Dm8b,Distal Medulla,Color,intrinsic,right
720575940633136045,Tm5f,Transmedullary,Color,intrinsic,left
720575940633136209,L1,Lamina Monopolar,ON,intrinsic,right
720575940633136465,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633136780,Dm6,Distal Medulla,OFF,intrinsic,right
720575940633136796,Dm8a,Distal Medulla,Color,intrinsic,right
720575940633136851,Tm5b,Transmedullary,Color,intrinsic,right
720575940633137711,L2,Lamina Monopolar,OFF,intrinsic,right
720575940633137951,Li01,Lobula Intrinsic,Color,intrinsic,left
720575940633138074,Tm2,Transmedullary,OFF,intrinsic,right
720575940633138084,LPC2,LPC,,boundary,right
720575940633138093,Tm21,Transmedullary,Object,intrinsic,right
720575940633138330,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940633138771,Sm20,Serpentine Medulla,Color,intrinsic,left
720575940633139148,Tm3,Transmedullary,ON,intrinsic,left
720575940633139503,L2,Lamina Monopolar,OFF,intrinsic,right
720575940633139667,Mi14,Medulla Intrinsic,Object,intrinsic,left
720575940633141196,Tm20,Transmedullary,Color,intrinsic,left
720575940633141279,Li06,Lobula Intrinsic,Color,intrinsic,left
720575940633142436,Sm01,Serpentine Medulla,Color,intrinsic,left
720575940633142497,T5b,T5 Neuron,Motion,intrinsic,right
720575940633142682,Tm1,Transmedullary,OFF,intrinsic,right
720575940633144145,Tlp1,Translobula Plate,Motion,intrinsic,left
720575940633145183,Sm10,Serpentine Medulla,Color,intrinsic,right
720575940633146157,Tm1,Transmedullary,OFF,intrinsic,right
720575940633146303,Li17,Lobula Intrinsic,Object,intrinsic,right
720575940633146449,R8,Photo Receptors,Photoreceptors,intrinsic,left
720575940633146705,R7,Photo Receptors,Photoreceptors,intrinsic,left
720575940633147167,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633147439,L5,Lamina Monopolar,ON,intrinsic,right
720575940633147556,T4d,T4 Neuron,Motion,intrinsic,left
720575940633147614,T2,T2 Neuron,Object,intrinsic,right
720575940633148068,Mi10,Medulla Intrinsic,Color,intrinsic,left
720575940633148638,TmY5a,Transmedullary Y,Object,intrinsic,right
720575940633148959,T2a,T2 Neuron,Object,intrinsic,left
720575940633149215,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633149324,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940633149357,L5,Lamina Monopolar,ON,intrinsic,right
720575940633150686,Dm3q,Distal Medulla,Form,intrinsic,right
720575940633151443,Dm8b,Distal Medulla,Color,intrinsic,left
720575940633151457,Tlp4,Translobula Plate,Motion,intrinsic,right
720575940633152211,Tm1,Transmedullary,OFF,intrinsic,left
720575940633152287,Li03,Lobula Intrinsic,Color,intrinsic,right
720575940633152339,Y11,Y Neuron,Motion,intrinsic,left
720575940633155609,Tm2,Transmedullary,OFF,intrinsic,right
720575940633155655,Dm9,Distal Medulla,Luminance,intrinsic,right
720575940633156127,Tm5c,Transmedullary,Color,intrinsic,right
720575940633156772,Dm3q,Distal Medulla,Form,intrinsic,left
720575940633156911,MLt8,Medulla Lobula Tangential,Color,intrinsic,right
720575940633157447,R7,Photo Receptors,Photoreceptors,intrinsic,right
720575940633158028,Dm9,Distal Medulla,Luminance,intrinsic,right
720575940633159650,T5d,T5 Neuron,Motion,intrinsic,right
720575940633159891,Tm1,Transmedullary,OFF,intrinsic,right
720575940633160019,L2,Lamina Monopolar,OFF,intrinsic,left
720575940633160332,R7,Photo Receptors,Photoreceptors,intrinsic,right
720575940633160418,Tm2,Transmedullary,OFF,intrinsic,right
720575940633160495,C3,Centrifugal,ON,intrinsic,right
720575940633160674,T5a,T5 Neuron,Motion,intrinsic,right
720575940633161005,Tm9,Transmedullary,Motion,intrinsic,left
720575940633161799,R8,Photo Receptors,Photoreceptors,intrinsic,right
720575940633162031,MLt6,Medulla Lobula Tangential,Color,intrinsic,right
720575940633162567,L2,Lamina Monopolar,OFF,intrinsic,right
720575940633163172,T4c,T4 Neuron,Motion,intrinsic,left
720575940633163404,R8,Photo Receptors,Photoreceptors,intrinsic,right
720575940633163437,cLP02,cLP,,boundary,left
720575940633164196,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633164223,LTe32,LT,,boundary,right
720575940633164514,Tm5b,Transmedullary,Color,intrinsic,right
720575940633164575,Dm10,Distal Medulla,Luminance,intrinsic,left
720575940633165337,LC12,LC,,boundary,right
720575940633165649,Sm07,Serpentine Medulla,Color,intrinsic,left
720575940633165907,Dm15,Distal Medulla,OFF,intrinsic,left
720575940633166476,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633166487,LC28a,LC,,boundary,right
720575940633166988,LC17,LC,,boundary,left
720575940633167647,Dm10,Distal Medulla,Luminance,intrinsic,right
720575940633168083,T5c,T5 Neuron,Motion,intrinsic,left
720575940633168548,T5b,T5 Neuron,Motion,intrinsic,right
720575940633168844,LPi01,Lobula Plate Intrinsic,Motion,intrinsic,left
720575940633169060,T5d,T5 Neuron,Motion,intrinsic,left
720575940633169177,R8,Photo Receptors,Photoreceptors,intrinsic,right
720575940633169479,MTe04,MT,,boundary,left
720575940633169745,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633170076,T4a,T4 Neuron,Motion,intrinsic,right
720575940633170207,T4d,T4 Neuron,Motion,intrinsic,right
720575940633170503,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940633170515,L2,Lamina Monopolar,OFF,intrinsic,right
720575940633170572,Li02,Lobula Intrinsic,Color,intrinsic,right
720575940633171108,C3,Centrifugal,ON,intrinsic,right
720575940633171916,PLP231,PLP,,boundary,right
720575940633172194,T2,T2 Neuron,Object,intrinsic,left
720575940633172684,Mi15,Medulla Intrinsic,Luminance,intrinsic,left
720575940633172940,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633173087,LCe07,LC,,boundary,right
720575940633173329,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633173933,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940633174097,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633174242,Tm27,Transmedullary,Object,intrinsic,right
720575940633174815,T3,T3 Neuron,Object,intrinsic,right
720575940633175121,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633175327,TmY15,Transmedullary Y,Object,intrinsic,left
720575940633175500,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940633176111,MeTu4a,MeTu,,boundary,right
720575940633176204,LT58,LT,,boundary,left
720575940633176749,LPLC4,LPLC,,boundary,left
720575940633177425,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633177484,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940633177517,T4a,T4 Neuron,Motion,intrinsic,right
720575940633177671,Tm4,Transmedullary,OFF,intrinsic,left
720575940633177937,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633178764,LC26,LC,,boundary,left
720575940633179543,LC10a,LC,,boundary,left
720575940633179852,cL06,cL,,boundary,right
720575940633179949,T4c,T4 Neuron,Motion,intrinsic,right
720575940633180973,L5,Lamina Monopolar,ON,intrinsic,right
720575940633181410,T4c,T4 Neuron,Motion,intrinsic,right
720575940633181613,Tm20,Transmedullary,Color,intrinsic,left
720575940633182035,Tm35,Transmedullary,Color,intrinsic,right
720575940633182092,LLPC1,LLPC,,boundary,left
720575940633182116,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633182125,Mi14,Medulla Intrinsic,Object,intrinsic,left
720575940633182372,Li18,Lobula Intrinsic,Color,intrinsic,right
720575940633182381,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940633182604,Sm09,Serpentine Medulla,Color,intrinsic,left
720575940633182628,LCe03,LC,,boundary,right
720575940633183628,LT57,LT,,boundary,left
720575940633183815,L2,Lamina Monopolar,OFF,intrinsic,left
720575940633184652,Lawf1,Lamina Wide Field,OFF,intrinsic,left
720575940633184813,Sm01,Serpentine Medulla,Color,intrinsic,right
720575940633185363,T5d,T5 Neuron,Motion,intrinsic,right
720575940633185581,Sm02,Serpentine Medulla,Color,intrinsic,right
720575940633185619,Li11,Lobula Intrinsic,Color,intrinsic,left
720575940633185972,MeTu1,MeTu,,boundary,right
720575940633186129,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940633186351,Sm01,Serpentine Medulla,Color,intrinsic,right
720575940633187153,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
